,source_text,polyphone,location,narrow_context,context,index,reading,gloss
286954,史記,殺,27,迎之渾邪王殺休屠王并將,欲召誅之渾邪王與休屠王恐謀降漢漢使驃騎將軍往迎之渾邪王殺休屠王并將其眾降漢凡四,-1,,
268465,史記,將,16,病不往遣將將數千人行漢,擊齊微兵九江九江王布稱病不往遣將將數千人行漢之敗楚彭城布又稱病不佐楚項王由此怨布數使使者誚讓召布布愈恐不敢往項王方北憂,-1,,
196128,史記,除,18,賢行賕罪國除|九||汾,為臨汝侯侯賢元年元朔五年侯賢行賕罪國除|九||汾陰|初起以職志擊破秦入漢出關以內史堅守敖倉以御史大夫定諸,-1,,
177826,史記,閒,32,動甲兵陰通閒使以事合從,職任以立恆常六王專倍貪戾慠猛率眾自彊暴虐恣行負力而驕數動甲兵陰通閒使以事合從行為,-1,,
232505,史記,三,30,臣諸侯恐懼三十九年秦來,之淮北西侵三晉欲以并周室為天子泗上諸侯鄒魯之君皆稱臣諸侯恐懼三十九年秦來伐拔我列城九四十年燕秦楚三晉合謀各出銳師以伐敗我濟西,-1,,
190761,史記,三,17,二|七|十三|晉靈公夷,十七||||620|三十二|七|十三|晉靈公夷皋元年趙盾專政|秦康公罃元年|六|十七公孫固殺成公|,-1,,
218691,史記,頗,23,用咎毋偏毋頗遵王之義毋,家時人斯其辜于其毋好女雖錫之福其作女用咎毋偏毋頗遵王之義毋有作好遵王之道毋有作惡遵,-1,,
213825,史記,桓,32,中空莫敢棺桓公尸在床上,君太子昭奔宋桓公病五公子各樹黨爭立及桓公卒遂相攻以故宮中空莫敢棺桓公尸在床上,-1,,
263413,史記,邪,22,曰汝非豫讓邪曰我是也其,行乞於市其妻不識也行見其友其友識之曰汝非豫讓邪曰我是也其友為泣曰以子之才委質而臣事襄子襄子必近幸子近幸子乃為所欲顧不,-1,,
197588,史記,度,16,淮陰侯以缻度軍擊籍及攻,以將軍定魏太原破井陘屬淮陰侯以缻度軍擊籍及攻豨侯八百戶|二十一年正月己未孝侯,-1,,
289594,史記,與,22,有之夫九卿與臣善者無過,祿甚多然為布被此詐也上問弘弘謝曰︰有之夫九卿與臣善者無過黯然今日庭詰弘誠,-1,,
183306,史記,騎,21,王得與數十騎出西門遁令,漢王誑楚楚皆呼萬歲之城東觀以故漢王得與數十騎出西門遁令御史大夫周苛魏豹樅公守滎陽諸將卒不能,-1,,
295510,史記,治,19,喜即言漢廷治有男王怒以,安來為妄妖言言上無男漢不治即喜即言漢廷治有男王怒以為妄言非也王日夜與伍被左吳等案輿地圖部署兵所從入王曰︰上無太子宮,-1,,
301405,史記,殺,31,即不聽我盡殺善馬而康居,遣貴人使貳師約曰︰漢毋攻我我盡出善馬恣所取而給漢軍食即不聽我盡殺善馬而康居之救且至至我居內康居居外與漢軍戰漢軍熟計之何,-1,,
248267,史記,卬,27,怨其欺公子卬而破魏師弗,之商君喟然歎曰嗟乎為法之敝一至此哉去之魏魏人怨其欺公子卬而破魏師弗受商君欲之他國魏人曰商君秦之賊秦,-1,,
189037,史記,號,25,至顓頊三世號高陽|昌意,生玄囂|黃帝生玄囂||帝顓頊黃帝孫起黃帝至顓頊三世號高陽|昌意生顓頊為高陽氏|玄囂生蟜,-1,,
242244,史記,行,28,不言非道不行此聖人之法,以應縣是後成王沒齒不敢有戲言言必行之孝經曰非法不言非道不行此聖人之法言也今主上不宜出好言於梁王梁王上有太,-1,,
200227,史記,平,20,千六百戶與平臺侯昆弟行,陵|史子回以宣帝大母家封為侯二千六百戶與平臺侯昆弟行也子回妻宜君故成王孫,-1,,
173303,史記,王,22,子燮是為夷王夷王崩子厲,辟方立是為孝王孝王崩諸侯復立懿王太子燮是為夷王夷王崩子厲王胡立厲王即位三十年好利近,-1,,
191924,史記,會,17,|十四與晉會黃池|||,|九||十九敗宋師|十一|十四與晉會黃池|||481|三十九|十四西狩獲麟衛,-1,,
232767,史記,魯,18,長人而異之魯復善待由是,魯孔子長九尺有六寸人皆謂之長人而異之魯復善待由是反魯魯南宮敬叔言魯君曰請與孔子適周,-1,,
257083,史記,語,29,張祿見王稽語未究王稽知,言天下事其人有仇不敢晝見王稽曰夜與俱來鄭安平夜與張祿見王稽語未究王稽知范睢賢謂曰先生待我於三亭之南與私約而去王稽辭魏,-1,,
243111,史記,下,21,自除內史以下漢獨為置丞,今為六王太史公曰高祖時諸侯皆賦得自除內史以下漢獨為置丞相黃金印諸侯自除御史廷尉正博士擬於,-1,,
173687,史記,王,16,鄭莊公朝桓王不禮五年鄭,王桓王平王孫也桓王三年鄭莊公朝桓王不禮五年鄭怨與魯易許田許田天子之用事太山田也八年魯殺隱公,-1,,
280198,史記,足,18,山跗病灸其足少陽脈口而,藥也臣意未往診時齊太醫先診山跗病灸其足少陽脈口而飲之半夏丸病者即,-1,,
182826,史記,約,20,救趙後天下約乃曰懷王者,怨懷王不肯令與沛公俱西入關而北救趙後天下約乃曰懷王者吾家項梁所立耳非有功伐何以,-1,,
199264,史記,潦,28,|||||潦|以匈奴趙,|一二年侯賢坐為上谷太守入戍卒財物上計謾罪國除|||||潦|以匈奴趙王降侯,-1,,
202045,史記,中,21,元年|十月中淮南王安衡,彊弩將軍皆屬青||||122元狩元年|十月中淮南王安衡山王賜謀反皆自殺國除|三||御史大夫蔡|||1,-1,,
212105,史記,業,20,夷狄內興功業海內之士力,為幣然各隨時而輕重無常於是外攘夷狄內興功業海內之士力耕不足糧饟女子紡績不足衣服古者嘗竭天下之資財以奉其上猶自以為不足,-1,,
290059,史記,於,16,何也非權輕於匹夫而兵弱,而身為禽於中原者此其故何也非權輕於匹夫而兵弱於陳涉也當是之時先帝,-1,,
186976,史記,騎,17,尉亞夫為車騎將軍屬國悍,所改歸夫人以下至少使令中尉亞夫為車騎將軍屬國悍為將屯將軍郎中令武為復土將軍發近縣見卒萬六千人,-1,,
307199,史記,廉,22,會貪賈三之廉賈五之此亦,旃席千具佗果菜千鍾子貸金錢千貫節駔會貪賈三之廉賈五之此亦比千乘之家其大率也佗雜業不中什二則非,-1,,
207487,史記,氣,17,象樓臺廣野氣成宮闕然雲,上皆有氣不可不察海旁蜄氣象樓臺廣野氣成宮闕然雲氣各象其山川人民所聚積故候息秏者入國邑視封,-1,,
305862,史記,見,28,疫歲中毋兵見貴人不吉請,來不來徙官不徙居官久多憂居家室不吉歲稼不孰民病疫歲中毋兵見貴人不吉請謁不得漁獵得,-1,,
186439,史記,先,21,淮南王長廢先帝法不聽天,王赦濟北諸吏民與王反者六年有司言淮南王長廢先帝法不聽天子詔居處毋度出入擬於天子擅為法,-1,,
206764,史記,方,25,東入東為北方出西為西入,入天下起兵有破國其當期出也其國昌其出東為東入東為北方出西為西入西為南方,-1,,
170814,史記,號,16,姓而異其國號以章明德故,敢專也自黃帝至舜禹皆同姓而異其國號以章明德故黃帝為有熊帝顓頊為高陽帝嚳為高辛帝堯為陶唐帝舜為有虞帝禹為夏后而別氏姓,-1,,
259414,史記,閒,29,在趙乃遺樂閒書曰紂之時,燕燕重割地以與趙和趙乃解而去燕王恨不用樂閒樂閒既在趙乃遺樂閒書曰紂之時箕子不用犯諫不怠以冀其聽商容不達身祗辱焉以冀其變及,-1,,
270242,史記,鄉,19,因民之欲西鄉為百姓請命,彊齊從燕趙出空虛之地而制其後因民之欲西鄉為百姓請命則天下風走而響,-1,,
258945,史記,於,25,遠力不能制於是屈身下士,敗燕燕昭王怨齊未嘗一日而忘報齊也燕國小辟遠力不能制於是屈身下士先禮郭隗以招賢者樂毅於是為魏,-1,,
221366,史記,樹,25,罪一也遂觸樹而死初盾常,趙盾盾閨門開居處節鉏麑退歎曰殺忠臣棄君命罪一也遂觸樹而死初盾常田首山,-1,,
217753,史記,殷,30,王命興師伐殷殺武庚禒父,國管叔蔡叔疑周公乃與武庚祿父作亂欲攻成周周公旦以成王命興師伐殷殺武庚禒父管叔於蔡叔以武庚殷餘,-1,,
197470,史記,合,28,耳誅秦為相合諸侯兵鉅鹿,後國除皆失謚||||百三十四||宣平|兵初起張耳誅秦為相合諸侯兵鉅鹿破秦定趙為常山王陳餘反襲耳棄國與大臣歸漢漢定趙為,-1,,
289211,史記,為,29,將軍青有功為平陵侯以將,武射也以善射景帝幸近之也將軍蘇建杜陵人以校尉從衛將軍青有功為平陵侯以將,-1,,
191110,史記,魯,25,四簡王崩|魯襄公午元年,楚伐宋|燕武公元年|十三|||572|十四簡王崩|魯襄公午元年圍宋彭城|十晉,-1,,
257090,史記,與,26,於三亭之南與私約而去王,與張祿見王稽語未究王稽知范睢賢謂曰先生待我於三亭之南與私約而去王稽,-1,,
189985,史記,為,26,卒命立弟和為穆公|六|,年生公孫毋知也|十一|三十七|十二|十九公卒命立弟和為穆公|六|十六|二十一|二十八|十五|三十六||||728|四,-1,,
251931,史記,曾,17,費魯人有與曾參同姓名者,險行千里攻之難昔曾參之處費魯人有與曾參同姓名者殺人人告其母曰曾參殺人其母織自若也頃之一人又告之曰曾參殺人其母尚織自若也頃,-1,,
203026,史記,下,17,而令不行乎下不能用其民,下懍然莫必其命然而周師至而令不行乎下不能用其民是豈令不嚴刑不陖哉其所以統之者非其道故也古者之兵戈矛弓矢而已然而敵,-1,,
297183,史記,邪,17,能抑天下之邪心安國富民,卿上不能襃先帝之功業下不能抑天下之邪心安國富民使囹圄空虛二者無一焉非苦就行放析就功何乃取高皇帝約束紛更之,-1,,
206737,史記,率,19,出西方行疾率日一度半百,日曰明星柔高遠日曰大囂剛其始出西方行疾率日一度半百二十日上極而行遲日半度百二十日,-1,,
204784,史記,內,31,智故樂所以內輔正心而外,動肺而和正義角動肝而和正仁徵動心而和正禮羽動腎而和正智故樂所以內,-1,,
222069,史記,反,22,卿四卿恐遂反攻出公出公,范中行地以為邑出公怒告齊魯欲以伐四卿四卿恐遂反攻出公出公奔齊道死故知伯乃立昭公曾孫驕為晉君是為哀公哀公大父雍晉昭公少子也號為戴子,-1,,
296312,史記,伏,30,謀反明白當伏誅膠西王臣,王彭祖列侯臣讓等四十三人議皆曰︰淮南王安甚大逆無道謀反明白當伏誅膠西王臣端議曰︰淮南王安廢法行邪懷詐偽心以亂天下熒,-1,,
295401,史記,相,24,不敬王以請相相弗聽王使,太子當是時淮南相怒壽春丞留太子逮不遣劾不敬王以請相相弗聽王使人上書告相事下廷尉治蹤跡連王王使人候伺漢公卿公卿請逮捕,-1,,
283878,史記,將,23,是單于穿塞將十餘萬騎入,單于使者為信曰︰馬邑長吏已死可急來於是單于穿塞將十餘萬騎入武州塞當是,-1,,
222779,史記,夏,21,申伍舉曰昔夏啟有鈞臺之,月楚使使告晉欲會諸侯諸侯皆會楚于申伍舉曰昔夏啟有鈞臺之饗商湯有景亳之命周武王有盟津之誓成王有岐陽之蒐康王有豐宮之朝穆王有塗,-1,,
259051,史記,為,18,毅於昌國號為昌國君於是,說親至濟上勞軍行賞饗士封樂毅於昌國號為昌國君於是燕昭王收齊鹵獲以歸而使樂毅復以兵平齊城之不下者樂毅留徇齊,-1,,
283545,史記,成,32,韓安國者梁成安人也後徙,載竟被惡言嗚呼哀哉禍所從來矣韓長孺列傳第四十八御史大夫韓安國者梁成安人也後徙睢陽,-1,,
277148,史記,陛,22,野戰之功且陛下從代來每,張遷為隊率積功至淮陽守非有奇計攻城野戰之功且陛下從代來每朝郎官上書疏未嘗不止輦受其,-1,,
273745,史記,相,29,文帝泣曰丞相幾殺臣嘉為,使使者持節召通而謝丞相曰此吾弄臣君釋之鄧通既至為文帝泣曰丞相幾殺臣嘉為丞相五歲孝文帝崩孝景帝即位二年鼂錯為內史貴幸用事諸法,-1,,
238744,史記,平,18,時代侯時尚平陽公主生子,子奇代侯立七年卒謚為簡侯子時代侯時尚平陽公主生子襄時病癘歸國文二十三年卒謚夷侯子襄代侯襄尚衛長公主生子宗立十六年卒謚為共侯子,-1,,
277469,史記,上,21,請下廷尉誅上曰此非廟垣,上言之丞相奏事因言錯擅鑿廟垣為門請下廷尉誅上曰此非廟垣乃壖中垣不致於法丞相謝罷朝怒謂長史曰吾當先斬以聞乃先請為兒所,-1,,
177496,史記,王,25,文王都豐武王都鎬豐鎬之,之於是始皇以為咸陽人多先王之宮廷小吾聞周文王都豐武王都鎬豐鎬之閒帝王之都也乃,-1,,
180098,史記,三,27,陽留司馬門三日趙高不見,秦軍數卻二世使人讓章邯章邯恐使長史欣請事至咸陽留司馬門三日趙高不見有不信之心長史欣,-1,,
280752,史記,告,21,臣意即診之告曰︰公病中,往過之遂謂意曰︰不肖有病幸診遂也臣意即診之告曰︰公病中熱論曰中熱不溲者不可服五石石之為藥精悍公服之不得數溲亟勿服色將發臃遂,-1,,
241467,史記,言,20,朝常與太后言條侯之短竇,爭之不得景帝由此疏之而梁孝王每朝常與太后言條侯之短竇太后曰皇后兄王信可侯也景帝讓曰始南皮章武侯先,-1,,
282214,史記,重,32,虐今卬等又重逆無道燒宗,賊殺大臣及漢使者迫劫萬民夭殺無罪燒殘民家掘其丘冢甚為暴虐今卬等又重逆無道燒宗廟鹵御物朕甚痛之朕,-1,,
270429,史記,相,20,之祿者闕卿相之位故知者,夫隨廝養之役者失萬乘之權守儋石之祿者闕卿相之位故知者決之斷也疑者事之,-1,,
195412,史記,三,16,二|十三|三十一||二,罪削國二縣||三十二|二|十三|三十一||二十二來朝|十三||二十一|||九|五|||123六|六|六,-1,,
243565,史記,王,17,立子旦為燕王曰於戲小子,月乙巳皇帝使御史大夫湯廟立子旦為燕王曰於戲小子旦受茲玄社朕承祖考維稽古建爾國家封于北土世為漢藩輔於,-1,,
270072,史記,左,30,投則漢王勝左投則項王勝,得須臾至今者以項王尚存也當今二王之事權在足下足下右投則漢王勝左投則項王勝項王今日亡則次取足,-1,,
224251,史記,見,26,執事楚懷王見秦王書患之,君王會武關面相約結盟而去寡人之願也敢以聞下執事楚懷王見秦王書患之欲往恐見欺無往恐秦怒昭雎曰王毋行而發兵自守耳秦,-1,,
231187,史記,與,18,不用也必易與公相支也公,秦而到必輕與楚戰楚陰得秦之不用也必易與公相支也公戰而勝楚遂與公乘楚施三川而歸公戰不勝楚,-1,,
304203,史記,言,22,為郎者同署言曰︰孝武帝,子有處所可謂賢人臣為郎時與太卜待詔為郎者同署言曰︰孝武帝時聚會占家問之某日可取婦乎五行家曰可堪輿家曰不可建除家曰不吉叢辰家曰大凶,-1,,
252509,史記,為,19,謂樓緩曰請為公毋急秦秦,液曰秦不聽公樓緩必怨公公不若謂樓緩曰請為公毋急秦秦王見趙請相魏冉之不急且不聽公公言而事不成以,-1,,
253730,史記,王,26,逐後復見王王志在音聲吾,言邪何故哉客以謂髡髡曰固也吾前見王王志在驅逐後復見王王志在音聲吾是以默然客具以報王王大駭曰嗟乎,-1,,
180376,史記,許,17,倍德也項伯許諾謂沛公曰,豈敢反乎願伯具言臣之不敢倍德也項伯許諾謂沛公曰旦日不可不蚤自來謝項王沛公曰諾,-1,,
247870,史記,過,20,易器法古無過循禮無邪衛,拘焉杜摯曰利不百不變法功不十不易器法古無過循禮無邪衛鞅曰治世不一道便國不法古故湯武不循古而王夏殷不易禮而亡反古者不可非而循,-1,,
251267,史記,下,29,代王之亡天下莫不聞夫趙,殺之王腦塗地其姊聞之因摩笄以自刺故至今有摩笄之山代王之亡天下莫不聞夫趙王之很戾無親大王之所明見且以趙王為可親,-1,,
261314,史記,將,30,二十餘年燕將攻下聊城聊,商賈之事也而連不忍為也遂辭平原君而去終身不復見其後二十餘年燕將攻下聊城聊城人或讒之燕燕將懼誅因保守聊城不,-1,,
195331,史記,朝,16,|二十二來朝||十三|,九|二十三|二十三|四|二十二來朝||十三|四||十二|||二十九|二十三,-1,,
247077,史記,夫,29,破越必矣且夫無報人之志,說吳王以救魯伐齊其志欲之而畏越曰待我伐越乃可如此破越必矣且夫無報人之志而令人疑之拙也有報人之志使人知之殆也事未發而先聞危也,-1,,
220928,史記,下,26,為卿欒枝將下軍先軫佐之,穀將中軍郤臻佐之使狐偃將上軍狐毛佐之命趙衰為卿欒枝將下軍先軫佐之荀林父御戎魏,-1,,
